"session","session_id","study_id","created","modified","ended","expired","remind_situation","situ_nerv","situ_rela","situ_care","situ_blue","situ_irri","situ_bala","situ_soci","situ_asse","situ_subo","situ_acti","situ_pass","situ_enth","situ_symp","situ_aloo","situ_kind","situ_poli","situ_susp","situ_trus","situ_orga","situ_tidy","situ_lazy","situ_dili","situ_thou","situ_reli","situ_arti","situ_curi","situ_conv","situ_trad","typical_week","suit_nerv","suit_rela","suit_care","suit_blue","suit_irri","suit_bala","suit_soci","suit_asse","suit_subo","suit_acti","suit_pass","suit_enth","suit_symp","suit_aloo","suit_kind","suit_poli","suit_susp","suit_trus","suit_orga","suit_tidy","suit_lazy","suit_dili","suit_thou","suit_reli","suit_arti","suit_curi","suit_conv","suit_trad","traits","selected_items","unclarity","ot_unclarity"
"Fni5jEphxZmmTTx82wp5v1GbR4PwyrUCVgb_-qEw1LSX6kmZ_XHK_J_roRhvsKaF","757","15","2024-07-04 22:03:51","2024-07-04 22:21:32","2024-07-04 22:21:32","","I was with my coworkers eating lunch in the lunch area at work. We were talking about creepy men and about what classes to take to satisfy the science credit.","3","9","7","2","2","3","3","1","1","1","7","3","6","2","7","7","1","8","1","1","7","1","5","4","1","3","5","1","In a typical week, I go to work, to the lab and back home to sleep and play with my cat. I work in advising, interacting with coworkers, students and people coming in to ask about our centre and our services. I also see my friends a couple days of the week over coffee, dinner or drinks. ","9","2","4","5","5","4","9","8","1","4","3","10","10","1","8","8","3","4","7","7","7","7","3","10","4","8","5","2","lazy,irritable,reliable,active,trustful,conventional,kind,polite,subordinate,tidy,suspicious,thoughtless,diligent,artistic,balanced,blue,sympathetic,carefree,curious,sociable,nervous,enthusiastic,assertive,organized,traditional,passive,relaxed,aloof","conventional,subordinate,suspicious,balanced,traditional,passive,aloof","6, 9, 11, 15, 25, 26, 28","conventional and traditional  - not sure what the definition is - I think of politics and thats why I'm unsure of the adjective in this context. Subordinate and aloof I had to google for a definition as I did not know them at all. Passive and balanced are strange words to put to how I'm feeling in a moment, so I don't know if I understand their meaning."
"Gse_zVTq_c4nCU2Hy-XLHL7ICiGlhcIvlg7uze-_13DU1-NCQ_I6uFXaPpcMlfzf","763","15","2024-07-04 23:36:28","2024-07-04 23:47:58","2024-07-04 23:47:58","","I had just arrived in the library shortly before, by myself, with the intention of reviewing for my class at 6, and maybe enlist in some HSP studies. I ended up signing up for the HSP system. I was also concerned about how to use my time, as there was not too much to review, given there had only been 1 class this semester.","6","5","6","6","3","7","2","3","2","6","6","3","2","3","2","4","2","2","6","4","2","6","8","2","2","3","6","2","I usually spend weekdays getting up early, attending classes and studying, usually going home before 9. I hardly interact with my friends in this time and mostly talk via messaging services or by phone to the people I know. I usually wind down at home, playing games, reading or watching videos before sleeping. On weekends, I relax with my family and leisurely finish up my homework or go out with my friends, attend church and all that entails before getting ready for another week of school.","3","4","3","7","2","6","1","2","3","5","7","5","3","4","4","3","3","3","7","5","4","6","3","6","2","5","7","3","thoughtless,active,aloof,suspicious,nervous,relaxed,polite,traditional,diligent,subordinate,trustful,conventional,carefree,sociable,artistic,tidy,enthusiastic,organized,irritable,blue,passive,reliable,assertive,sympathetic,curious,kind,balanced,lazy","traditional,subordinate","8, 10","I did not understand in what sense traditional was supposed to refer to. Traditional to my ethnic background? To societal expectations in North America?

Similar for subordinate, given I spend much of my week in isolation, being subordinate becomes nebulous a concept."
"dNvK1ZePN3lhVg_jXKaY_5C3sK-laZQlRvrrpPmFYaJ9V_D0KvHu9tGtt7N79Pb8","768","15","2024-07-04 23:42:19","2024-07-04 23:46:43","2024-07-04 23:46:43","","A friend of mine from the states is visiting Vancouver. An hour ago we were enjoying dim sum at sun bo kong. ","1","9","9","1","1","8","10","3","1","8","6","10","10","10","10","10","1","10","3","3","8","7","5","9","4","8","8","10","Classes, grocery shopping, runs and walks around my neighborhood and north to the beaches around kits. Seeing a film at ViFF, the Cinemathique, or Rio. Having friends or lovers over. Cooking meals. Texting and calling friends who live far from here.","3","6","5","3","2","5","8","4","3","6","5","6","10","7","8","8","2","8","7","7","5","4","4","7","3","9","5","8","lazy,artistic,conventional,irritable,tidy,trustful,carefree,subordinate,aloof,passive,active,balanced,sociable,relaxed,diligent,blue,organized,polite,nervous,assertive,curious,thoughtless,enthusiastic,traditional,sympathetic,suspicious,reliable,kind","","",""
"qiEZoQ_9WUd8EhTQgBq7KTwGCRUBoyYUbtpflGSEWtDgtOiY6cCcOSlIbvCGhKgz","773","15","2024-07-04 23:49:36","2024-07-04 23:53:04","2024-07-04 23:53:04","","I was taking the PSYC 218 class in IKB building ","4","8","8","8","7","8","8","8","8","8","8","8","8","4","8","8","4","8","9","4","8","8","8","8","8","9","8","8","I usually go for walk or go to the library and do my homework ","7","8","9","4","3","8","8","8","8","8","8","8","8","4","8","8","4","8","8","4","4","8","8","8","4","8","8","8","blue,relaxed,irritable,active,tidy,carefree,suspicious,balanced,assertive,reliable,kind,polite,subordinate,traditional,aloof,sociable,passive,organized,artistic,thoughtless,trustful,conventional,enthusiastic,nervous,curious,lazy,diligent,sympathetic","aloof","15","I do not find the connection for aloof with my situation "
"7O-DKytKBgSOdr7jymd-SCoRBF0k9q84HeqWlBdmNLiH4AhhHY2g2YIu3ulehvFq","782","15","2024-07-05 00:02:07","2024-07-05 00:25:13","2024-07-05 00:25:13","","I was completing an HSP study on gambling the previous hour. When I met the researcher she briefly described the project to me I completed the informed consent form as well as filling in basic information (e.g. gender, age, nation etc.), thereafter she brought me four stacks of snacks and a can of Sprite, for the first ten minutes of the study, I was required to snack whilst watching a short film of the Simpsons. After the ten minutes were up I completed a series of surveys.","5","5","9","1","1","9","9","7","6","9","6","9","2","2","9","10","1","8","8","9","3","3","5","9","9","6","9","2","在我典型的一周里，通常是周二和周四，我会在学校度过，我早上有一个psyc102预修课。下课后，我会和我的朋友一起去吃午饭，然后我们会去巢穴或ikb完成一些问卷调查或复习讲座，我们有时也会去里士满闲逛。除了那两天，我通常睡觉，直到我自然醒来，下午和朋友一起练习高尔夫.","3","8","10","3","4","8","8","9","3","10","2","8","7","4","10","10","3","10","8","9","3","6","4","10","8","7","10","7","enthusiastic,assertive,blue,reliable,irritable,polite,thoughtless,subordinate,trustful,suspicious,aloof,passive,conventional,sociable,tidy,nervous,sympathetic,relaxed,organized,balanced,carefree,traditional,active,diligent,lazy,curious,kind,artistic","blue,thoughtless,subordinate,traditional,artistic","3, 7, 8, 22, 28","Basic understanding of individual words, but not very good understanding of what these words mean in life"
"vktlHcKLRLZN5r9uRRMtQIHFEHwPpx7Cwo9QOWoJmQoKP9YJMc97RsjwZR9nCzX6","791","15","2024-07-05 00:56:37","2024-07-05 01:08:37","2024-07-05 01:08:37","","An hour ago i was on my way home from my friends house because i carpooled with him to UBC and left my car at his house, then i drove back home and immediately started looking for food. ","10","3","1","4","6","7","8","3","5","7","5","8","9","5","7","8","8","4","3","7","4","7","3","4","9","9","5","7","During the week I usually go to work, school, and to the gym. I usually hang out with my friends, family, and girlfriend. Usually i try to play basketball once or twice a week with my girlfriend and go to the gym the other days.","7","5","9","6","9","6","9","5","8","7","7","9","9","7","9","9","8","7","8","9","8","9","7","9","7","6","7","7","active,traditional,irritable,curious,nervous,trustful,enthusiastic,lazy,balanced,suspicious,aloof,thoughtless,assertive,diligent,sociable,reliable,organized,subordinate,artistic,blue,relaxed,sympathetic,passive,tidy,conventional,kind,carefree,polite","traditional,aloof,subordinate,blue","2, 11, 18, 20","There are many ways someone can be tradition so i wasnt sure if it meant old school or something else. Im not too sure what aloof or blue mean, or subordinate"
"3PXsYEUqDokSJVyil7kJrHZrK_lPYbbJ7oGNE24R1Kt9o90T2E1IVJtMkDDqzpnR","797","15","2024-07-05 02:21:32","2024-07-05 02:57:31","2024-07-05 02:57:31","","I was at my part-time job in a bubble tea store an hour ago. I was with my colleagues, and we were busy preparing drinks for customers. The store was quite crowded, and we were working together to serve the orders quickly and efficiently. The atmosphere was fast-paced and lively, with the sound of blenders and customers chatting in the background.","2","1","6","10","1","10","10","1","10","10","2","10","10","1","10","10","1","10","10","10","2","10","5","10","2","1","10","1"," In a typical week, I attend my online university classes, participating in virtual lectures and group discussions. I work part-time at a bubble tea store, where I interact with my colleagues and serve customers. I also make time for studying at home, hanging out with friends, and engaging in recreational activities like badminton and photography. ","8","9","7","9","2","7","10","2","6","8","2","5","9","2","10","10","1","10","10","10","6","9","2","10","6","1","7","1","blue,diligent,polite,conventional,enthusiastic,passive,traditional,assertive,relaxed,trustful,balanced,artistic,subordinate,carefree,nervous,sociable,reliable,curious,active,organized,suspicious,sympathetic,irritable,thoughtless,aloof,tidy,lazy,kind","blue,subordinate","1, 13","I selected ""blue"" because I am unsure whether it refers to the color or to feeling sad or depressed, as it can be used in both ways. For ""subordinate,"" I am not clear on how it functions as an adjective, specifically whether it describes someone in a lower rank or position or something else entirely."
"fZyOEpuRpSsaskd61ZL1qw2-c4z3Pkv-5u0W2DxtCd-NBakgfGmi0TiwgNXtu-Qf","801","15","2024-07-05 03:00:49","2024-07-05 03:08:19","2024-07-05 03:08:19","","An hour ago I was sleeping alone on the couch at home.","7","6","7","3","7","6","6","6","5","7","7","6","8","7","7","8","4","8","6","7","6","8","3","8","6","6","7","9","Usually, other than going to school, it's an afternoon or evening at a friend's house.","7","6","5","6","5","5","4","4","5","6","7","6","6","6","6","8","6","8","5","5","6","8","3","7","6","7","6","6","tidy,lazy,active,carefree,aloof,assertive,sociable,subordinate,thoughtless,nervous,kind,trustful,organized,blue,irritable,artistic,passive,diligent,polite,balanced,relaxed,reliable,conventional,curious,enthusiastic,traditional,sympathetic,suspicious","irritable,suspicious","15, 28","Uncertainty about the boundaries for determining irritability and paranoia."
"SLjyuTp5ip0Netfi9QW1r8uFlzB0kiE5AlZrNUpCZdAImAWRXXlQBoj9KStRdqPs","809","15","2024-07-05 05:00:29","2024-07-05 05:01:41","2024-07-05 05:01:41","","4g ","5","4","4","5","4","4","5","4","4","4","4","4","5","4","4","5","4","4","5","4","4","5","4","4","5","4","4","5","44","5","5","6","5","5","5","5","5","5","5","5","6","5","5","6","5","5","5","5","5","5","5","5","5","5","5","5","5","kind,active,sociable,subordinate,artistic,passive,relaxed,carefree,nervous,assertive,lazy,trustful,traditional,aloof,curious,organized,conventional,reliable,irritable,sympathetic,balanced,enthusiastic,blue,tidy,thoughtless,polite,diligent,suspicious","passive","6","34"
"wg6k7y_B6nV8YHgoO7RLI0F_9qXPeFheN1Ci4f6Mb-I_UdNPiyjQzSh946i7YdLj","814","15","2024-07-05 07:12:43","2024-07-05 07:23:16","2024-07-05 07:23:16","","I was at work, I was trying to find and packing online orders, I was with my colleagues and I was getting frustrated of not being able to locate the products as well as packing hard goods such as roller skates/ice skates","9","4","2","5","7","4","7","5","9","9","4","4","8","5","4","9","2","8","8","8","1","8","3","8","6","9","4","6","My typical week is usually going to my part-time job, now including studying at the library and going to school for my psyc class, I also dance which I really like. I usually interact more with my parents, I see them most of the time. Other than them, I only see my boyfriend as I don't have friends I see regularly but I do keep in touch with my cousins almost everyday","2","6","4","3","8","7","2","8","6","7","4","8","9","9","7","5","2","8","7","8","7","8","5","10","8","10","7","6","sociable,aloof,sympathetic,tidy,artistic,traditional,balanced,trustful,active,irritable,passive,lazy,enthusiastic,diligent,nervous,curious,reliable,kind,polite,conventional,organized,blue,thoughtless,carefree,assertive,subordinate,suspicious,relaxed","traditional,conventional,blue,subordinate,suspicious","6, 20, 22, 26, 27","Traditional because I don't know what type of tradition we're talking about; I have a similar idea with conventional, I am not sure what the ""usual"" feeling is for everyone; for blue, I see this as a more extreme version of being sad but I don't find myself; subordinate is just something I  feel like is relevant to my workplace but not at home; suspicious - i don't know why i had to feel suspicious about stuff"
"M7iYNhNUHRFc1eb6qCgr1GreyM1Q3ZEK7hSJ6y2kzli-CT6176pdLc5IT-tkUXYr","829","15","2024-07-05 13:55:19","2024-07-05 14:02:46","2024-07-05 14:02:46","","its the mid of night , im alone in the dining room eating spicy chinese snack with some milk while scrooling on my phone because i coulnt fall asleep","1","9","1","1","2","2","1","5","5","6","2","3","1","8","1","1","2","2","2","2","9","1","8","1","1","2","5","2","I go to school and go home and wonder around Richmond's shopping mall. On occasion i would bike around the bike when its spring and summer time and watch the sunset by the seaside.","8","4","5","6","5","2","3","3","2","3","4","4","7","7","9","9","4","8","8","2","8","7","1","8","9","9","4","4","artistic,trustful,traditional,polite,relaxed,carefree,irritable,organized,diligent,thoughtless,active,reliable,subordinate,sociable,curious,balanced,tidy,nervous,suspicious,kind,lazy,enthusiastic,assertive,aloof,passive,conventional,blue,sympathetic","subordinate,aloof","13, 24","They sound too abstract to apply to my real life moments ( especially subordinate )thus I'm not good in English vocabulary "
"BpoWYPT9IYH8D8cKNkyRcIt6RbpS04fi7ZgqZhmjXgdKAyc7O9PrvVRoLwPDpP4U","842","15","2024-07-06 00:11:57","2024-07-06 00:22:53","2024-07-06 00:22:53","","I was at home with my dog and two cats. I was reading for leisure, fighting sleep, and intermittently scrolling through various things on my phone. ","1","10","9","1","2","8","1","1","2","1","8","7","6","3","5","5","1","5","6","6","7","2","2","5","1","8","5","1","I work mornings walking dogs on the beach and afternoons I walk dogs through hiking paths. I typically read for leisure as well as for my summer course most days of the week. I’ll generally get a beer or a margarita with my boyfriend and friends. I run errands and do household chores. Currently in the process of buying land and starting a business so there’s a lot of talking to my lawyer and realtor lately as well.","7","7","8","3","6","8","7","8","5","7","5","9","2","8","8","8","8","6","9","8","4","9","1","10","7","8","3","2","relaxed,thoughtless,artistic,carefree,assertive,curious,polite,trustful,nervous,irritable,lazy,balanced,blue,sympathetic,conventional,subordinate,aloof,passive,sociable,enthusiastic,reliable,suspicious,organized,traditional,diligent,active,kind,tidy","","",""
"rxdTWM86_JpyIrxeNHJFxaEUo7t7ZelvJ4P9InTM0lxk2tyciPsuCSmi_rkl57Eq","849","15","2024-07-06 04:03:25","2024-07-06 04:11:35","2024-07-06 04:11:35","","At home just finishing up reporting expenses in my room. Then went downstairs where my parents were and helped put away the dishes while discussing a bit about an argument that happened the night before and discussing about planning for an informal marriage celebration coming up","1","3","3","4","3","4","4","3","5","4","8","3","4","4","4","5","1","6","6","6","2","4","4","5","3","3","5","2","A typical week this summer in 2024 involves working, taking 2 online courses, fundraising for an internship, and being involved in a community in Vancouver while living in Richmond. A lot of interactions with people for fundraising and community fellowship and a lot of different tasks to do from work, classes, and fundraising.","6","4","4","4","6","3","5","3","4","6","6","4","8","3","8","6","1","7","9","6","2","7","5","8","4","4","6","5","artistic,diligent,polite,passive,balanced,aloof,curious,blue,carefree,trustful,active,sociable,relaxed,thoughtless,assertive,conventional,organized,lazy,tidy,enthusiastic,suspicious,irritable,nervous,kind,subordinate,traditional,reliable,sympathetic","balanced,conventional,traditional","5, 16, 26","I know what each word means by itself, but I find it hard to understand in the context of an adjective or feeling... how would I feel conventional or traditional? As in do my values align more traditionally/conventionally? For balanced, do you mean living a balanced life or feeling balanced as in neither happy nor sad? etc"
